,X
0,12.574048213971128
1,15.990106695420113
2,6.875592825629353
3,8.398672553865017
4,10.904112843662764
5,3.6511751864209963
6,10.53161828931945
7,8.811736335381063
8,9.221476319914943
9,11.451173829691548
10,9.265183935486046
11,5.547364217660599
12,9.897458984396273
13,9.749952545697763
14,9.847502027354226
15,6.982977445906866
16,10.954593826068606
17,14.34153314682216
18,12.690622756046325
19,9.494880268439996
20,17.20185170322984
21,12.607267539023699
22,7.838888987900794
23,18.677167395198474
24,13.060046381670885
25,8.725971706420587
26,10.058890049695055
27,13.408537765936714
28,7.641172467614837
29,4.214856496119446
30,10.853627417321942
31,7.693834600525018
32,8.977646238931026
33,13.640364101244216
34,2.965563460287303
35,9.042588581602015
36,12.3159106309635
37,8.154421777026377
38,9.329405145033748
39,10.272703492934612
40,9.947154673489571
41,9.11739989250834
42,10.665493711803935
43,5.514547447162006
44,10.407279611582045
45,10.702715440909605
46,13.398294825494826
47,8.491326290729408
48,9.48576017680712
49,8.993705168926088
50,13.9271446325131
51,4.515212527919054
52,9.77362311722499
53,-4.991756060389378
54,9.774961558575715
55,11.597627083486053
56,9.467126542733492
57,8.600129258045028
58,7.985432435670464
59,10.12430952715288
60,9.636644900241006
61,6.4782436511113435
62,9.463047373529623
63,8.703539103028783
64,17.41280915304258
65,10.761603855828167
66,8.677346993562018
67,6.9095586615166456
68,7.784194300749746
69,5.256034455415547
70,10.515262736531442
71,11.262973382148978
72,11.165404821033313
73,12.161737119032875
74,10.764925732861819
75,-6.502636940599775
76,9.873784289452939
77,5.480245427338731
78,10.246268054619298
79,7.761340041332101
80,4.73067651610674
81,10.880812006496672
82,1.6178143204095505
83,9.539269854642985
84,7.366971570799471
85,11.754306104964451
86,3.155845645786057
87,11.37337995330604
88,13.741034794397436
89,7.8296703074149985
90,5.913111438631619
91,11.52784866850642
92,13.635133219705846
93,15.971039308194033
94,9.771860039159911
95,7.083214416071219
96,14.415681247735748
97,9.677257982827536
98,9.531192466703253
99,11.939091929946539
100,8.609151736729315
101,13.007077719638081
102,15.71024976939234
103,10.34093007044475
104,9.657254211446613
105,20.036704309134954
106,16.08331549605982
107,9.034623328847156
108,13.723893622242976
109,7.583525267796205
110,13.285512975737124
111,16.88257560365514
112,9.76829871274869
113,17.852540932783597
114,15.248641531919336
115,10.4868961063247
116,8.968004112660573
117,10.140734483940655
118,11.175315768289835
119,10.489814469340258
120,8.782481792919059
121,10.853028407934177
122,12.997454435181751
123,8.482675555890498
124,14.670772794721074
125,8.344395015309221
126,5.52062063882961
127,8.199570681655613
128,2.362280177329147
129,8.707989104307792
130,9.733558193928902
131,12.389373838355777
132,12.199388806881723
133,8.954192826251834
134,7.483577830929897
135,10.356417650420234
136,9.154303713985115
137,-0.7804582224467893
138,8.985288768618457
139,9.28002978033214
140,10.648105461716677
141,10.430966741042017
142,11.459368087992953
143,5.7489044344562945
144,9.836508348141983
145,7.075789360950012
146,8.988017972286082
147,13.976838282311915
148,17.093343126081148
149,10.669153542595547
150,8.858012400478943
151,11.841090230396718
152,6.056830019209282
153,9.404688765709274
154,12.131295588257874
155,13.611619477441312
156,9.12081809099509
157,14.786093072078344
158,9.40488568627951
159,12.505418043408854
160,9.40663919394403
161,9.997951905210494
162,13.259650848798971
163,16.13707613466753
164,10.44117399600301
165,10.239212116228666
166,7.885609899176172
167,9.609862225304674
168,5.639984592734491
169,10.256421301704258
170,14.65638127964559
171,17.859505424442496
172,13.534407597147386
173,9.711621709465186
174,6.6952904912578814
175,10.102798544956809
176,11.497122863448883
177,10.771316296308685
178,9.67169035736521
179,19.20963070933283
180,9.214127457687084
181,15.040781778614456
182,6.8999768794789755
183,8.29220139264307
184,8.519471563710706
185,12.72743538366906
186,10.450549947066547
187,9.248204482530234
188,9.920648673264958
189,5.880004954937087
190,12.032831282406868
191,7.931752453809613
192,10.037601955785366
193,8.709461540374987
194,19.06380930129574
195,10.28750098042095
196,8.213327842215296
197,8.764296705597214
198,10.830769156642512
199,4.373512290386907
200,17.279013209235444
201,11.60474663236009
202,9.83404211309272
203,10.798694111085748
204,7.681222009072706
205,13.921706322327116
206,9.512542771100065
207,3.689509564448242
208,10.203446791797743
209,6.563002359997458
210,12.376234894452166
211,8.172236200994105
212,13.178623639885213
213,6.799273909640229
214,11.08986593673595
215,13.578338157433302
216,9.600957790572284
217,11.693581995018276
218,11.95686094959153
219,8.662540090596922
220,10.477013128087993
221,5.591369102717597
222,10.225597642300642
223,6.846138639166167
224,11.236285822016486
225,10.013573061751377
226,15.818571567687702
227,1.5652214897458343
228,12.393956655423498
229,9.888991656711928
230,10.953231270375047
231,8.25061754311024
232,8.203516553876824
233,9.451219229162753
234,8.399891357541344
235,6.594060614535597
236,10.670388195552382
237,11.356752363986665
238,11.280621090584045
239,8.877552273561516
240,10.776968185558667
241,8.106748701007806
242,13.005564880385938
243,7.913127358725732
244,6.19061468895972
245,1.1661466906015576
246,12.148813060580352
247,9.805063010690759
248,17.311037516883278
249,10.584083336070044
250,16.086407407953683
251,17.601422978787728
252,3.744665181227669
253,11.52329044287346
254,9.115712872517976
255,12.768088415212477
256,10.70101975575868
257,12.748384868844033
258,11.82718155296148
259,5.381631546719314
260,9.625475780317764
261,14.426102199048858
262,11.275569001356123
263,10.088701105661178
264,9.490130243054796
265,11.440353184678724
266,7.0344348251801065
267,9.235888371006153
268,7.98581174821407
269,10.275253845292218
270,9.054460497078225
271,13.64860223981039
272,10.625906791108
273,1.3896253537080163
274,12.506374065357479
275,5.247684733657844
276,8.497464837470009
277,9.204206315382475
278,7.758408917878718
279,8.691024460821835
280,13.982803387882436
281,0.7271559349046051
282,7.210290804181542
283,8.394529088740526
284,6.1503009764187935
285,12.411536803814611
286,7.40283365681038
287,7.237243446920109
